1581975752934,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999974,true,2735117882,1001561,true,2157128765,1001253,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581975758626,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999974,true,2735117882,1001561,true,2157128765,1001253,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976248141,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999973,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999974,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976278215,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976308293,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976338361,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976368433,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976398500,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976428573,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976458647,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976488719,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976518796,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976548888,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976578975,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976609061,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
1581976639150,3866090832,999996,true,427882224,1000006,true,2497795381,1000005,true,274430658,999994,true,655659572,999986,true,1590572706,999974,true,2567549275,1000049,true,1497375095,1000018,true,1340176807,1000007,true,2324073810,1000015,true,3688786696,1000381,true,1112249143,999934,true,269449559,1000006,true,1363917025,999973,true,2735117882,1001565,true,2157128765,1001252,true,1857670817,1001313,true,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
